symbol,company_name,cmp,pe,mcap_cr,div_yield_pct,np_qtr_cr,profit_growth_qtr_pct,sales_qtr_cr,sales_growth_qtr_pct,roce_pct,basic_industry
MAL,Mangalam Alloys,32.0,5.38,78.99,0.0,2.91,-76.55,219.13,-6.31,13.06,Iron & Steel Products
PRAKASHSTL,Prakash Steelage,4.01,83.34,70.01,0.0,0.04,-84.62,24.81,16.42,10.45,Iron & Steel Products
AUSL,Aditya Ultra,24.95,15.41,61.96,0.0,3.42,-17.19,221.1,-18.99,7.36,Iron & Steel Products
SUPREMEENG,Supreme Engg.,1.89,,47.24,0.0,0.07,111.86,6.88,45.15,-37.17,Iron & Steel Products
GFSTEELS,Grand Foundry,14.29,17.82,43.48,0.0,2.11,1506.67,19.65,,116.54,Iron & Steel Products
SWASTIK,Swastik Pipe,18.35,,42.63,0.0,-47.88,-396.84,146.07,-61.6,-20.6,Iron & Steel Products
DEEM,Deem Roll-Tech,50.05,19.23,41.73,0.0,2.64,158.82,45.42,-2.09,5.47,Iron & Steel Products
NMSTEEL,Newmalayalam St.,24.0,5.86,41.49,0.0,2.86,466.67,157.69,5.16,12.4,Iron & Steel Products
SHRIKANHA,Shri Kanha Stain,23.2,4.14,36.15,0.0,4.48,35.35,95.42,13.55,23.77,Iron & Steel Products
AGUL,A G Universal,58.65,402.1,32.17,0.0,-0.41,-180.39,41.4,32.4,5.13,Iron & Steel Products
KALANA,Kalana Ispat,19.9,26.75,25.95,0.0,0.96,92.0,26.97,-2.18,3.49,Iron & Steel Products
QFIL,Quality Foils,61.5,11.94,17.55,0.0,0.65,8.33,89.75,21.56,7.0,Iron & Steel Products
LTTS,L&T Technology,3375.3,26.64,35809.92,1.72,357.1,17.38,2940.1,11.47,26.71,IT Enabled Services
IKS,Inventurus Knowl,1799.3,42.85,30919.71,0.0,205.97,39.36,857.65,18.47,36.86,IT Enabled Services
TATATECH,Tata Technolog.,696.25,43.43,28267.39,1.2,180.75,6.15,1664.63,33.78,20.9,IT Enabled Services
NETWEB,Netweb Technol.,4243.8,117.44,24170.69,0.06,70.59,65.67,773.7,86.59,37.5,IT Enabled Services
AFFLE,Affle 3i,1461.0,45.25,20580.65,0.0,119.51,15.95,724.38,20.28,16.84,IT Enabled Services
SAGILITY,Sagility,41.32,18.81,19329.16,0.36,216.81,52.97,1963.48,27.59,13.37,IT Enabled Services
AMAGI,Amagi Media Labs,655.35,197.82,14177.77,0.0,34.26,423.21,396.97,28.51,8.0,IT Enabled Services
BBOX,Black Box,786.6,50.87,13968.16,0.13,64.76,1.93,1690.94,9.48,22.2,IT Enabled Services
E2E,E2E Networks,492.1,324.47,10110.46,0.0,43.88,1645.07,156.76,334.12,-0.51,IT Enabled Services
CYIENT,Cyient,830.65,22.66,9236.38,3.13,108.7,-32.31,2075.7,21.26,12.28,IT Enabled Services
DATAMATICS,Datamatics Glob.,833.9,20.6,4928.59,0.6,44.87,31.1,519.26,4.45,20.81,IT Enabled Services
EMUDHRA,eMudhra,457.7,36.25,3791.53,0.27,29.57,21.22,193.4,31.67,15.69,IT Enabled Services
RSYSTEMS,R Systems Intl.,248.64,12.78,2950.02,5.03,65.41,69.5,574.77,29.9,19.48,IT Enabled Services
SASKEN,Sasken Technol.,1833.6,48.34,2780.0,1.36,29.0,144.7,334.02,125.67,9.9,IT Enabled Services
ZAGGLE,Zaggle Prepaid,201.15,20.35,2703.96,0.0,37.77,18.18,592.71,44.05,13.49,IT Enabled Services
BLSE,BLS E-Services,263.47,41.64,2394.17,0.38,18.24,11.67,323.37,35.18,17.0,IT Enabled Services
PROTEAN,Protean eGov,571.7,22.34,2320.73,1.75,30.38,51.37,307.54,38.44,12.69,IT Enabled Services
BCG,Brightcom Group,9.36,1.96,1890.77,0.0,207.83,72.22,1596.64,61.69,14.87,IT Enabled Services
AURUM,Aurum Proptech,226.19,1739.16,1634.81,0.0,45.18,100.53,111.84,70.9,1.84,IT Enabled Services
IZMO,IZMO,1077.6,33.84,1609.32,0.0,17.3,151.09,109.16,82.51,12.58,IT Enabled Services
IVALUE,Ivalue Infosolut,279.8,15.0,1530.98,0.0,42.65,10.37,272.6,4.6,25.12,IT Enabled Services
DIGITIDE,Digitide Solutio,101.42,147.87,1512.73,0.0,-5.01,-118.68,799.95,9.21,10.86,IT Enabled Services
DSSL,Dynacons Sys.,1181.6,17.78,1507.25,0.04,19.13,5.28,402.12,21.63,29.73,IT Enabled Services
EXPLEOSOL,Expleo Solutions,814.1,9.3,1258.12,6.14,41.67,66.03,286.28,11.92,24.77,IT Enabled Services
GENESYS,Genesys Intl.,298.95,34.6,1250.78,0.0,12.72,-34.78,104.22,10.68,8.23,IT Enabled Services
ORIENTTECH,Orient Tech.,257.16,47.02,1179.29,0.64,-4.99,,184.07,,,IT Enabled Services
EXCELSOFT,Excelsoft Tech.,74.54,18.4,858.53,0.0,16.6,-16.55,81.16,16.08,13.64,IT Enabled Services
SAHANA,Sahana Systems,892.9,11.63,789.07,0.11,47.1,21.6,216.99,89.0,39.81,IT Enabled Services
KELLTONTEC,Kellton Tech,14.37,8.39,765.74,0.0,22.32,-1.46,315.62,6.82,14.96,IT Enabled Services
PANACHE,Panache Digilife,428.7,38.22,686.52,0.0,8.51,402.27,94.55,57.53,23.67,IT Enabled Services
ONWARDTEC,Onward Technolog,291.45,14.34,645.66,2.74,11.17,-12.25,149.43,12.23,22.94,IT Enabled Services
ADSL,Allied Digital,113.93,17.89,643.11,1.32,-3.39,55.32,267.77,31.03,7.32,IT Enabled Services
VAKRANGEE,Vakrangee,5.76,55.41,622.84,0.0,1.62,-17.32,56.74,-10.19,7.51,IT Enabled Services
TERASOFT,Tera Software,382.35,19.18,475.76,0.26,7.22,144.75,74.74,122.71,24.37,IT Enabled Services
TECHD,TechD Cybersec.,618.2,32.93,462.39,0.0,7.67,149.84,33.63,98.76,40.88,IT Enabled Services
DIGISPICE,DigiSpice Tech.,18.93,18.04,439.34,0.0,2.76,569.73,107.17,-8.25,12.08,IT Enabled Services
SIGMA,Sigma Solve,37.9,16.18,386.49,0.13,5.37,-21.26,24.64,4.67,48.33,IT Enabled Services
INSPIRISYS,Inspirisys Sol.,98.25,8.88,377.9,0.0,8.77,23.87,141.77,17.81,27.42,IT Enabled Services
ACSTECH,ACS Tech,40.23,35.35,281.42,0.0,2.23,16.67,121.22,196.24,10.28,IT Enabled Services
FCSSOFT,FCS Software,1.55,75.71,264.98,0.0,5.4,55400.0,26.77,203.86,2.4,IT Enabled Services
INTENTECH,Intense Tech.,91.01,13.99,214.46,1.1,-22.39,240.44,28.13,-20.36,7.55,IT Enabled Services
ASMS,Avio Smart Market,7.05,36.05,214.12,0.0,2.09,2188.89,34.39,285.97,15.52,IT Enabled Services
OPTIVALUE,Optivalue Tek,91.0,15.48,213.04,0.0,6.54,12.37,60.25,80.12,27.18,IT Enabled Services
AIRAN,Airan,15.22,15.59,189.91,0.0,0.38,114.2,30.97,13.4,10.16,IT Enabled Services
DCM,DCM,88.29,56.43,163.09,0.0,-1.51,-260.64,18.87,13.47,14.59,IT Enabled Services
ENFUSE,Enfuse Solutions,165.0,,145.99,0.0,-6.9,-850.0,24.53,10.55,-22.06,IT Enabled Services
DEVIT,Dev Information,26.04,127.69,145.57,0.77,8.96,645.08,53.87,4.5,3.46,IT Enabled Services
VLEGOV,VL E-Governance,10.7,,116.9,0.0,-0.59,41.0,1.19,-76.06,-2.46,IT Enabled Services
ENSER,Enser,12.8,12.54,111.57,0.0,4.8,44.97,50.03,59.84,24.08,IT Enabled Services
ROXHITECH,ROX Hi-Tech,39.35,5.12,90.26,0.0,10.48,15.04,109.94,5.87,16.15,IT Enabled Services
MGSL,Matrix Geo Sol.,60.4,8.75,88.07,0.0,6.05,116.07,26.04,96.97,30.04,IT Enabled Services
ODIGMA,Odigma Consultan,22.3,,69.25,0.0,0.13,44.44,13.75,-9.48,-2.2,IT Enabled Services
SYNOPTICS,Synoptics Techno,76.35,15.83,64.74,0.0,0.69,18.97,27.41,39.35,7.22,IT Enabled Services
SECURKLOUD,SecureKloud Tech,17.71,,59.88,0.0,-7.2,-334.41,8.55,-38.58,-5.97,IT Enabled Services
HGM,Handson Global,46.14,,57.46,0.0,-2.15,-262.88,12.67,129.95,-0.37,IT Enabled Services
PALREDTEC,Palred Technolog,46.41,,55.64,0.0,-1.23,78.87,21.84,24.8,-1.49,IT Enabled Services
ADROITINFO,Adroit Info.,9.17,15.48,51.1,0.0,0.68,117.8,13.07,25.67,6.54,IT Enabled Services
GSS,GSS Infotech,12.28,30.98,31.6,0.0,-49.14,498.55,28.16,-31.0,0.72,IT Enabled Services
GSTL,Globesecure Tech,18.95,,30.2,0.0,0.62,119.94,12.82,100.94,1.18,IT Enabled Services
VERTEXPLUS,Vertexplus Tech.,48.3,,26.47,0.0,-2.61,-201.56,12.55,13.27,-12.77,IT Enabled Services
QUADPRO,Quadpro ITeS,2.4,57.76,12.13,0.0,-0.02,-108.33,3.29,-10.6,2.05,IT Enabled Services
BGLOBAL,Bharatiya Glob.,3.21,1.79,5.09,0.0,2.47,165.48,0.33,32.0,-1.03,IT Enabled Services
GLOSTERLTD,Gloster Ltd,675.45,36.9,736.93,2.96,8.21,453.88,378.4,35.95,5.85,Jute & Jute Products
CHEVIOT,Cheviot Company,1130.5,12.82,661.96,2.21,-9.05,-197.21,140.61,5.1,10.19,Jute & Jute Products
MAYURUNIQ,Mayur Uniquoters,790.15,17.94,3440.52,0.63,59.43,43.2,273.35,9.1,24.74,Leather And Leather Products
KOTIC,Kothari Indl,164.19,,1772.56,0.0,-31.98,-145.62,44.52,68.51,-28.92,Leather And Leather Products
BIL,Bhartiya Intl.,740.15,73.85,992.57,0.0,-8.78,-158.85,312.7,29.68,8.05,Leather And Leather Products
MIRZAINT,Mirza Internatio,35.5,,492.38,0.0,-13.22,-200.45,102.56,-15.9,-1.81,Leather And Leather Products
SUPERHOUSE,Superhouse Ltd,157.41,47.25,173.89,0.51,-1.29,-244.94,154.95,-11.98,4.15,Leather And Leather Products
ZENITHEXPO,Zenith Exports,198.9,46.9,107.4,0.0,-0.12,74.47,13.1,-37.29,4.47,Leather And Leather Products
AKI,AKI India,4.44,23.17,44.73,0.0,0.76,16.92,36.58,52.29,4.67,Leather And Leather Products
STRIDERS,Striders Impex,61.1,20.28,113.75,0.0,4.16,-0.48,49.16,35.91,16.78,Leisure Products
ARCHIES,Archies,13.97,,47.06,0.0,-4.27,-288.18,10.29,-44.02,-0.53,Leisure Products
LICI,Life Insurance,421.4,9.28,533259.78,2.37,23467.18,23.26,276743.77,13.82,35.14,Life Insurance
SBILIFE,SBI Life Insuran,1853.5,75.32,186069.07,0.15,804.64,-1.09,4071.03,-82.35,14.95,Life Insurance
HDFCLIFE,HDFC Life Insur.,550.95,60.65,119800.81,0.38,611.19,11.46,33758.51,14.58,10.3,Life Insurance
ICICIPRULI,ICICI Pru Life,501.5,45.28,72808.7,0.33,623.91,61.94,3185.46,-79.69,10.14,Life Insurance
MFSL,Max Financial,1503.9,625.9,51999.09,0.0,-31.52,-184.35,10801.94,-12.72,2.95,Life Insurance
CANHLIFE,Canara HSBC,152.91,110.55,14518.78,0.0,28.14,20.15,4350.86,19.81,8.35,Life Insurance
CONCOR,Container Corpn.,480.5,29.49,36618.56,1.91,263.5,-12.39,2263.3,-1.07,12.41,Logistics Solution Provider
DELHIVERY,Delhivery,465.45,195.51,34898.33,0.0,72.4,-2.29,2850.0,30.04,2.82,Logistics Solution Provider
SHADOWFAX,Shadowfax Technologies,218.58,111.05,12790.97,0.0,55.27,648.31,1205.81,73.62,9.66,Logistics Solution Provider
BLUEDART,Blue Dart Expres,4765.4,40.28,11297.14,0.52,48.85,-11.26,1533.47,8.2,16.64,Logistics Solution Provider
TCI,Transport Corp.,930.1,15.77,7156.11,1.08,124.5,8.23,1323.8,12.3,19.45,Logistics Solution Provider
TVSSCS,TVS Supply,132.28,31.39,5841.17,0.0,18.36,543.4,3032.22,21.35,10.06,Logistics Solution Provider
VRLLOG,VRL Logistics,241.4,17.48,4225.41,3.11,72.14,-2.87,852.85,5.42,18.27,Logistics Solution Provider
MAHLOG,Mahindra Logis.,391.85,98.68,3888.51,0.64,27.83,335.09,2002.88,23.29,7.36,Logistics Solution Provider
GATEWAY,Gateway Distri,57.09,11.08,2856.93,3.5,63.7,25.51,533.65,-0.24,10.83,Logistics Solution Provider
TCIEXP,TCI Express,562.3,26.04,2148.46,1.42,16.03,-9.5,328.08,6.77,13.76,Logistics Solution Provider
NAVKARCORP,Navkar Corporat.,100.63,37.9,1514.98,0.0,12.28,401.22,190.75,37.77,3.06,Logistics Solution Provider
ALLCARGO,Allcargo Logist.,7.99,238.75,1193.76,13.77,20.0,-66.67,514.0,0.19,2.05,Logistics Solution Provider
RIIL,Rel. Indl. Infra,742.15,92.35,1120.19,0.47,2.84,-8.39,8.64,-30.66,3.01,Logistics Solution Provider
WCIL,Western Carriers,89.24,23.4,908.24,0.0,8.26,-41.34,495.72,15.67,6.79,Logistics Solution Provider
SVLL,Shree Vasu Logis,769.0,152.92,883.86,0.0,3.37,206.36,62.45,52.61,14.36,Logistics Solution Provider
RITCO,Ritco Logistics,294.3,23.5,845.45,0.0,4.01,-53.22,391.83,13.44,10.14,Logistics Solution Provider
TEJASCARGO,Tejas Cargo,347.5,39.76,830.28,0.0,8.32,-19.92,326.84,31.48,12.13,Logistics Solution Provider
SICALLOG,Sical Logistics,97.49,598.85,777.9,0.0,-8.78,-134.67,105.17,29.65,9.85,Logistics Solution Provider
GLOTTIS,Glottis,67.23,16.53,623.37,0.0,10.71,-5.72,195.85,-36.23,23.53,Logistics Solution Provider
TREL,TransIndia Real,24.27,16.38,607.38,2.06,9.86,61.63,21.58,7.79,3.81,Logistics Solution Provider
SNOWMAN,Snowman Logistic,35.88,142.91,601.64,2.79,5.54,41.28,142.31,3.87,3.77,Logistics Solution Provider
IWARE,Iware Supplych.,489.8,37.42,563.6,0.0,8.63,,164.23,,28.38,Logistics Solution Provider
SJLOGISTIC,S J Logistics (I,316.3,6.38,483.72,0.0,43.43,49.5,370.89,33.62,32.38,Logistics Solution Provider
BLUEWATER,Blue Water,410.2,17.9,451.22,0.0,9.19,111.75,135.38,157.72,31.41,Logistics Solution Provider
COMMITTED,Committed Cargo,342.0,33.83,395.85,0.15,5.03,34.11,129.57,20.27,16.48,Logistics Solution Provider
DJML,DJ Mediaprint,109.39,39.3,392.96,0.14,5.35,134.65,46.42,95.86,16.16,Logistics Solution Provider
LANCER,Lancer Containe.,10.22,67.49,379.96,0.0,10.9,133.6,138.87,17.97,1.95,Logistics Solution Provider
AVG,AVG Logistics,204.17,38.25,376.78,0.59,10.64,-187.45,155.55,5.5,9.2,Logistics Solution Provider
TIGERLOGS,Tiger Logistics,30.96,15.04,323.71,0.0,2.22,-65.53,162.55,41.97,17.62,Logistics Solution Provider
OMFREIGHT,Om Freight Forwa,92.0,20.42,313.99,0.0,4.05,-42.96,149.54,21.2,10.05,Logistics Solution Provider
OLIL,OneClick Logisti,417.0,98.55,279.88,0.0,1.91,0.47,92.43,105.86,8.61,Logistics Solution Provider
ASPINWALL,Aspinwall & Co,249.03,25.86,194.7,2.61,6.01,165.93,130.3,46.06,6.5,Logistics Solution Provider
GICL,Globe Intl. Car.,16.26,18.58,182.04,0.0,1.53,-7.58,54.65,13.59,15.88,Logistics Solution Provider
NECCLTD,North Eastn.Car.,15.3,20.21,156.66,0.0,0.7,-60.23,96.23,9.23,5.91,Logistics Solution Provider
RAPIDFLEET,Rapid Fleet,176.0,10.48,130.85,0.0,8.35,155.96,129.29,47.91,19.22,Logistics Solution Provider
JAYESH,Jayesh Logistics,130.7,11.27,113.6,0.0,5.31,-18.06,69.97,4.32,21.78,Logistics Solution Provider
OBCL,OBCL,53.11,,111.97,0.0,-4.43,-288.6,93.71,19.57,-2.08,Logistics Solution Provider
JETFREIGHT,Jet Freight,23.19,15.74,107.06,0.0,3.08,1711.76,128.01,12.87,28.51,Logistics Solution Provider
PRLIND,Premier Roadline,45.1,7.53,103.11,0.0,6.04,-39.2,189.79,8.16,14.83,Logistics Solution Provider
PATINTLOG,Patel Integrated,14.27,10.2,97.94,2.1,2.99,60.75,96.63,11.54,8.06,Logistics Solution Provider
ZEAL,Zeal Global Serv,63.0,7.52,83.85,0.0,6.53,21.15,114.2,-42.16,16.57,Logistics Solution Provider
TOTAL,Total Transport,49.47,10.23,79.78,0.0,0.29,-93.97,154.69,-1.0,11.69,Logistics Solution Provider
ACCURACY,Accuracy Shippi.,5.02,19.55,76.65,0.0,2.08,166.23,160.85,-31.99,6.98,Logistics Solution Provider
ASHALOG,Ashapura Logi.,55.9,8.4,75.78,0.0,2.55,-55.81,153.32,11.57,9.63,Logistics Solution Provider
BRACEPORT,Brace Port,60.95,18.77,68.88,1.39,2.49,-19.94,32.94,-8.58,12.08,Logistics Solution Provider
DECCANTRAN,Deccan Transcon,21.6,6.02,49.08,0.0,3.83,194.62,86.8,-3.25,8.31,Logistics Solution Provider
PRANIK,Pranik Logistics,43.1,6.74,47.45,0.0,2.03,0.5,45.71,51.61,16.88,Logistics Solution Provider
TIMESCAN,Timescan Logist.,41.05,4.53,28.68,0.0,4.45,9.34,169.88,24.39,25.91,Logistics Solution Provider
ARSHIYA,Arshiya,1.0,,25.82,0.0,-0.06,-101.15,4.5,0.0,,Logistics Solution Provider
MARINETRAN,Marinetrans Indi,14.15,30.02,18.01,0.0,0.29,11.54,70.44,-10.79,5.32,Logistics Solution Provider
AMIABLE,Amiable Logistic,72.95,13.28,12.75,0.0,0.47,370.0,10.45,14.46,12.81,Logistics Solution Provider
JALAN,Jalan Transol.,1.7,49.35,2.47,0.0,-0.03,100.34,1.35,419.23,,Logistics Solution Provider
ATGL,Adani Total Gas,662.6,119.84,72830.68,0.04,133.03,-17.97,1743.48,27.1,15.09,LPG/CNG/PNG/LNG Supplier
PETRONET,Petronet LNG,269.45,10.33,40424.73,3.71,1370.74,25.19,9442.09,-23.33,22.74,LPG/CNG/PNG/LNG Supplier
GUJENERGY,Gujarat Energy,263.15,13.86,24680.23,2.21,151.8,-27.01,5791.85,41.2,18.49,LPG/CNG/PNG/LNG Supplier
IGL,Indraprastha Gas,149.9,13.54,20976.32,2.84,338.75,-25.18,4162.69,5.45,17.9,LPG/CNG/PNG/LNG Supplier
MGL,Mahanagar Gas,1067.4,12.46,10549.39,2.81,131.92,-45.56,2051.22,4.52,18.28,LPG/CNG/PNG/LNG Supplier
CONFIPET,Confidence Petro,74.45,26.68,2478.5,0.13,34.39,37.5,1215.69,31.45,9.23,LPG/CNG/PNG/LNG Supplier
IRMENERGY,IRM Energy,255.15,19.67,1046.62,0.59,12.76,190.66,279.67,4.41,8.63,LPG/CNG/PNG/LNG Supplier
CASTROLIND,Castrol India,185.29,18.79,18315.62,4.72,242.18,3.74,1545.24,8.67,60.27,Lubricants
GULFOILLUB,Gulf Oil Lubric.,1035.7,13.98,5134.29,4.63,90.02,-1.75,1040.24,13.68,27.46,Lubricants
SOTL,Savita Oil Tech,645.1,22.86,4431.75,0.62,50.34,45.79,1223.96,21.71,15.68,Lubricants
PANAMAPET,Panama Petrochem,500.75,14.25,3027.23,0.6,71.08,60.56,822.77,18.35,19.15,Lubricants
GANDHAR,Gandhar Oil Ref.,281.95,9.14,2755.52,0.27,205.89,633.09,1731.93,91.81,13.19,Lubricants
VEEDOL,Veedol Corporat,1396.3,12.7,2432.65,4.15,57.46,-3.75,606.98,14.04,24.23,Lubricants
GULFPETRO,GP Petroleums,41.22,7.29,210.31,0.0,9.33,19.72,162.66,-10.95,10.9,Lubricants
ARABIAN,Arabian Petrol.,69.5,6.72,75.7,0.0,5.21,3.37,200.25,36.98,18.41,Lubricants
SOCL,Sundrex Oil,28.4,7.15,38.04,0.0,2.9,-16.18,67.25,96.29,21.24,Lubricants
VENKEYS,Venky's (India),1508.5,15.21,2117.53,0.66,101.37,662.18,1100.47,30.52,11.89,Meat Products including Poultry
SKMEGGPROD,SKM Egg Prod.,322.0,16.42,1703.25,0.23,32.79,414.65,186.65,58.93,30.0,Meat Products including Poultry
HMAAGRO,HMA Agro Inds.,21.28,6.48,1067.12,1.41,8.23,-39.71,1579.1,5.3,15.99,Meat Products including Poultry
PFOCUS,Prime Focus,286.52,94.77,22255.81,0.0,117.7,-24.77,1384.47,41.42,11.5,Media & Entertainment
SAREGAMA,Saregama India,488.75,44.22,9431.28,0.92,74.14,35.42,287.44,19.36,17.76,Media & Entertainment
TIPSMUSIC,Tips Music,676.6,40.33,8655.34,1.92,43.7,-4.67,106.51,20.94,122.19,Media & Entertainment
NETWORK18,Netwrk.18 Media,28.13,,4339.15,0.0,-38.36,-2074.55,516.26,10.34,3.02,Media & Entertainment
BALAJITELE,Balaji Telefilms,85.3,,1037.63,0.0,-14.16,-114.98,47.62,-28.12,-9.54,Media & Entertainment
ENIL,Ent.Network,106.55,260.48,507.93,1.88,8.27,-18.52,142.14,-10.16,-0.75,Media & Entertainment
BASILIC,Basilic Fly Stud,193.0,9.55,487.61,0.0,15.4,-29.81,113.4,-15.12,22.32,Media & Entertainment
GRETEX,Gretex Industrie,300.0,332.27,465.18,0.0,0.1,-92.09,27.6,43.97,3.01,Media & Entertainment
SHEMAROO,Shemaroo Entert.,125.6,,360.96,0.0,-8.07,82.43,131.68,-5.62,-39.45,Media & Entertainment
PHANTOMFX,Phantom Digital,172.2,8.41,274.2,0.0,20.69,150.18,84.98,139.11,17.61,Media & Entertainment
RADIOCITY,Music Broadcast,6.54,,228.37,0.0,9.22,524.88,44.54,-9.69,-8.28,Media & Entertainment
MAXPOSURE,Maxposure,33.5,8.04,76.18,0.0,4.38,25.86,42.55,32.1,15.27,Media & Entertainment
DIGIKORE,Digikore Studios,48.35,4.84,61.24,0.0,6.53,165.1,31.55,134.05,24.67,Media & Entertainment
STUDIOLSD,Studio LSD,9.9,,51.38,0.0,2.49,-47.47,32.84,-21.72,-1.38,Media & Entertainment
IDENTICAL,Identical Brains,20.0,17.75,28.05,0.0,0.21,-86.45,9.61,-31.75,5.41,Media & Entertainment
NEXTMEDIA,Next Mediaworks,3.8,,26.68,0.0,-1.93,6.2,0.0,,-0.62,Media & Entertainment
SILLYMONKS,Silly Monks,15.83,,21.91,0.0,-1.12,-11100.0,5.07,-21.64,-17.68,Media & Entertainment
RADIOWALLA,Radiowalla,28.8,156.17,20.3,0.0,0.4,2.56,10.07,4.03,1.87,Media & Entertainment
RADAAN,Radaan Media.,2.91,,15.87,0.0,-0.78,-59.18,1.65,-28.26,-38.0,Media & Entertainment
CREATIVEYE,Creative Eye,5.97,,11.98,0.0,-0.14,-147.83,0.42,-65.0,-4.54,Media & Entertainment
INSPIRE,Inspire Films,8.65,31.81,11.77,0.0,2.1,256.72,3.22,-14.13,2.92,Media & Entertainment
POLYMED,Poly Medicure,1630.3,50.62,16566.19,0.21,65.04,-27.81,534.51,21.25,14.04,Medical Equipment & Supplies
FISCHER,Fischer Medical,39.03,82.25,2551.3,0.01,-7.1,-641.98,97.73,98.76,11.43,Medical Equipment & Supplies
TARSONS,Tarsons Products,316.55,111.36,1677.12,0.0,4.18,-60.59,120.93,7.31,4.56,Medical Equipment & Supplies
LAXMIDENTL,Laxmi Dental,215.27,35.33,1181.44,0.0,10.1,149.5,73.95,21.89,14.86,Medical Equipment & Supplies
QLINE,Q-Line Biotech,498.9,20.61,1163.84,0.0,34.41,147.29,197.94,-8.59,22.46,Medical Equipment & Supplies
OSELDEVICE,OSEL Devices,436.65,26.56,777.0,0.0,14.06,16.78,145.81,47.1,24.4,Medical Equipment & Supplies
DENTALKART,Vasa Denticity,420.9,67.72,729.99,0.0,1.36,-68.52,72.41,-0.54,9.21,Medical Equipment & Supplies
APRAMEYA,Aprameya Enginee,153.0,57.8,291.31,0.0,-1.72,-109.64,12.61,-90.03,12.64,Medical Equipment & Supplies
NURECA,Nureca,296.76,65.05,282.33,0.0,3.07,279.01,40.34,18.02,3.3,Medical Equipment & Supplies
MADHAVBAUG,Vaidya Sane,206.35,24.13,216.94,0.0,4.16,-0.24,56.96,18.37,15.14,Medical Equipment & Supplies
QMSMEDI,QMS Medical,108.18,20.65,209.19,0.46,2.02,-48.5,44.42,-0.36,13.18,Medical Equipment & Supplies
AVIENCE,Avience Biomedi.,251.2,15.75,137.79,0.0,4.22,-1.17,25.69,4.99,26.64,Medical Equipment & Supplies
MHHL,Mohini Health,35.2,,64.19,0.0,-11.23,-143.48,70.92,-7.09,-2.69,Medical Equipment & Supplies
GML,Galaxy Medicare,17.6,7.81,26.7,1.99,1.4,-15.66,21.27,-3.14,13.62,Medical Equipment & Supplies
CREDITACC,CreditAcc. Gram.,1503.5,31.03,24132.6,0.0,339.55,619.23,1597.27,13.55,9.98,Microfinance Institutions
MUTHOOTMF,Muthoot Microfin,241.35,24.1,4115.49,0.0,71.12,117.73,631.81,13.83,9.31,Microfinance Institutions
FUSION,Fusion Finance,221.27,258.79,3584.27,0.0,114.19,169.39,424.02,-9.02,5.92,Microfinance Institutions
SATIN,Satin Creditcare,256.25,8.52,2831.38,0.0,162.04,640.16,919.5,49.48,13.84,Microfinance Institutions
SPANDANA,Spandana Sphoort,292.25,,2367.81,0.0,11.88,103.3,283.91,-5.51,-5.81,Microfinance Institutions
BAJFINANCE,Bajaj Finance,1039.8,33.68,647405.25,0.52,5553.3,21.99,21605.79,18.1,10.87,Non Banking Financial Company (NBFC)
SHRIRAMFIN,Shriram Finance,1025.8,24.06,241319.87,1.05,3020.95,40.94,12513.43,9.25,11.49,Non Banking Financial Company (NBFC)
CHOLAFIN,Cholaman.Inv.&Fn,1717.3,27.94,146359.65,0.12,1645.2,30.62,8416.71,19.46,9.71,Non Banking Financial Company (NBFC)
TATACAP,Tata Capital,341.45,29.78,145275.65,0.17,1466.27,42.82,8160.1,9.12,8.58,Non Banking Financial Company (NBFC)
MUTHOOTFIN,Muthoot Finance,3010.4,11.41,120836.18,1.0,3397.48,126.67,9288.71,65.23,15.77,Non Banking Financial Company (NBFC)
LTF,L&T Finance Ltd,305.05,23.88,76472.67,0.9,915.99,28.72,5212.92,22.38,8.4,Non Banking Financial Company (NBFC)
SBICARD,SBI Cards,622.05,27.34,59232.98,0.4,609.3,14.06,4934.5,5.57,10.1,Non Banking Financial Company (NBFC)
HDBFS,HDB FINANC SER,692.2,20.82,57486.8,0.58,785.2,38.31,4937.9,10.58,9.09,Non Banking Financial Company (NBFC)
M&MFIN,M & M Fin. Serv.,370.35,15.35,51450.37,2.03,927.48,75.43,5717.91,14.57,8.72,Non Banking Financial Company (NBFC)
SUNDARMFIN,Sundaram Finance,4415.5,23.27,49061.24,0.91,554.17,1.41,2560.4,13.34,9.44,Non Banking Financial Company (NBFC)
AIIL,Authum Invest,540.65,21.9,45841.53,0.04,1114.81,18.43,1448.22,19.65,13.76,Non Banking Financial Company (NBFC)
POONAWALLA,Poonawalla Fin,464.95,51.99,40913.47,0.0,307.71,391.55,2330.22,77.34,7.51,Non Banking Financial Company (NBFC)
MANAPPURAM,Manappuram Fin.,352.45,33.01,33121.09,0.99,404.79,311.3,2613.83,10.71,8.26,Non Banking Financial Company (NBFC)
IIFL,IIFL Finance,568.75,11.51,24208.4,0.7,713.13,189.3,3919.15,32.73,10.87,Non Banking Financial Company (NBFC)
CGCL,Capri Global,243.71,24.71,23453.46,0.08,282.82,59.12,1384.98,44.67,11.67,Non Banking Financial Company (NBFC)
FIVESTAR,Five-Star Bus.Fi,534.3,14.36,15783.47,0.37,269.27,-3.53,816.95,8.6,14.76,Non Banking Financial Company (NBFC)
SBFC,SBFC Finance,90.52,22.2,10016.83,0.0,122.77,30.05,454.04,25.92,11.82,Non Banking Financial Company (NBFC)
