symbol,company_name,cmp,pe,mcap_cr,div_yield_pct,np_qtr_cr,profit_growth_qtr_pct,sales_qtr_cr,sales_growth_qtr_pct,roce_pct,basic_industry
UMESLTD,Usha Mart. Edu.,5.38,36.09,14.79,0.0,0.2,69.23,0.32,166.67,5.23,E-Learning
DHTL,Docmode Health,37.5,,11.79,0.0,-0.09,82.69,17.85,-12.59,-0.29,E-Learning
ETERNAL,Eternal,287.1,642.12,278039.2,0.0,92.0,268.0,20211.0,182.0,2.97,E-Retail/ E-Commerce
NYKAA,FSN E-Commerce,324.8,444.0,92962.14,0.0,78.75,286.49,2648.17,28.44,17.2,E-Retail/ E-Commerce
MEESHO,Meesho,188.95,,87390.04,0.0,-132.84,38.48,3712.81,48.28,-35.59,E-Retail/ E-Commerce
SWIGGY,Swiggy,261.55,,72278.18,0.0,-800.0,25.99,6383.0,44.74,-24.06,E-Retail/ E-Commerce
URBANCO,Urban Company,130.58,,20111.67,0.0,-161.16,-5574.65,425.56,42.59,-7.82,E-Retail/ E-Commerce
CARTRADE,Cartrade Tech,2692.2,56.73,12934.74,0.0,70.85,54.5,203.14,19.84,11.84,E-Retail/ E-Commerce
FIRSTCRY,Brainbees Solut.,209.34,,10930.98,0.0,-48.21,66.92,2162.67,12.04,0.57,E-Retail/ E-Commerce
RTNINDIA,RattanIndia Ent,31.52,,4347.41,0.0,-110.1,69.01,1696.63,12.77,-4.76,E-Retail/ E-Commerce
ACETEC,Acetech E-Commerce,141.0,22.47,231.01,0.0,4.52,100.89,42.33,6.81,33.55,E-Retail/ E-Commerce
ISFT,Intrasoft Tech.,75.75,9.13,121.2,0.0,3.15,34.04,136.05,4.62,6.29,E-Retail/ E-Commerce
WOMANCART,Womancart,98.1,11.46,79.2,0.0,2.81,-46.8,83.89,125.81,12.63,E-Retail/ E-Commerce
DIGIDRIVE,Digidrive Dist.,17.95,11.75,69.11,0.0,-1.99,-131.69,9.68,-7.28,3.06,E-Retail/ E-Commerce
KLL,Kaushalya,29.2,4.43,54.11,0.0,5.42,-5.24,1212.38,61.06,16.95,E-Retail/ E-Commerce
CBAZAAR,Net Avenue,6.35,,13.62,0.0,-0.85,65.64,13.39,5.18,-32.63,E-Retail/ E-Commerce
MARICO,Marico,853.2,63.25,110829.72,0.47,408.0,13.99,3333.0,22.09,47.05,Edible Oil
PATANJALI,Patanjali Foods,337.65,18.24,36723.6,1.04,524.02,93.24,11155.6,15.1,12.0,Edible Oil
AWL,AWL Agri Busine.,187.42,23.0,24371.41,0.53,293.06,53.5,21464.78,17.75,18.28,Edible Oil
GOKULAGRO,Gokul Agro,209.11,16.72,6174.34,0.0,118.92,144.14,6200.19,13.51,36.73,Edible Oil
SUNDROP,Sundrop Brands,692.4,130.01,2617.16,0.0,9.85,-65.94,386.55,27.21,1.97,Edible Oil
KNAGRI,KN Agri Resource,207.76,16.39,519.38,0.0,12.6,-20.45,480.97,-2.97,13.33,Edible Oil
GOKUL,Gokul Refoils,39.8,21.28,393.3,0.0,5.85,-11.9,1055.78,22.76,8.42,Edible Oil
KRITINUT,Kriti Nutrients,76.13,11.04,367.93,0.39,6.19,25.05,255.23,27.58,19.97,Edible Oil
RBS,Ramdevbaba Sol.,76.05,15.21,173.86,0.0,5.19,-30.69,437.66,-16.95,5.39,Edible Oil
MKPL,M K Proteins,4.17,22.81,155.79,0.0,1.14,-59.29,145.94,6.37,10.13,Edible Oil
ROML,Raj Oil Mills,44.45,14.27,66.63,0.0,0.51,-61.07,41.63,29.25,19.26,Edible Oil
RCDL,Rajgor Castor,24.0,4.54,57.4,0.42,10.99,50.75,593.23,70.72,16.58,Edible Oil
NKIND,N K Industries,64.89,,46.38,0.0,-0.09,96.62,2.77,-39.52,,Edible Oil
SHANTI,Shanti Overseas,6.93,,7.69,0.0,-9.26,-3407.14,6.74,358.5,-14.31,Edible Oil
SRPL,Shree Ram Prote.,0.34,,7.28,0.0,-0.32,33.33,0.0,,-23.95,Edible Oil
SEIL,Shanti Educat.,208.37,570.27,3358.91,0.0,0.98,308.51,23.17,22.98,10.31,Education
NIITMTS,NIIT Learning,231.77,13.91,3195.94,1.29,57.41,8.82,565.08,25.2,20.59,Education
NIITLTD,NIIT,92.51,89.88,1262.47,1.08,7.52,60.07,95.65,13.71,2.23,Education
VINSYS,Vinsys IT Serv.,518.1,25.7,764.19,0.0,21.4,9.48,148.36,24.08,21.32,Education
APTECHT,Aptech,90.9,20.89,527.36,4.95,1.78,-63.97,111.0,-6.48,15.34,Education
GLOBAL,Global Education,102.77,21.19,523.11,0.97,7.74,73.93,22.89,53.11,29.2,Education
CPEDU,Career Point Edu,187.95,15.22,340.71,1.33,5.53,48.66,10.51,-4.97,46.71,Education
CLEDUCATE,CL Educate,60.12,,320.86,0.0,-10.39,-61.88,117.64,20.71,5.3,Education
ARIHANTACA,Arihant Academy,465.0,30.91,281.57,0.22,3.32,249.47,15.68,75.59,42.67,Education
ZEELEARN,Zee Learn,8.08,11.52,263.87,0.0,45.42,-4.21,176.77,11.4,12.97,Education
FWSTC,Flywings Simula.,195.0,17.8,198.45,0.0,7.49,-17.97,14.33,7.83,20.1,Education
COMPUSOFT,Compucom Soft.,13.37,146.22,103.82,1.5,1.09,-434.12,7.93,-17.48,1.85,Education
MOXSH,Moxsh Overseas,106.0,46.03,99.42,0.0,4.19,3909.09,9.39,137.12,23.68,Education
DRONE,Drone Destinatio,39.25,81.86,95.77,0.0,-0.34,95.66,20.22,82.82,6.16,Education
LCCINFOTEC,LCC Infotech,4.55,,76.37,0.0,-0.28,-1500.0,0.0,-100.0,-1.88,Education
KEEPLEARN,DSJ Keep Learn,1.89,,29.1,0.0,-0.76,-1800.0,1.5,-54.68,-11.05,Education
TREEHOUSE,Tree House Edu.,6.16,,26.23,0.0,-9.05,-1075.32,0.62,-67.02,-6.97,Education
MTEDUCARE,MT Educare,1.84,,12.64,0.0,2.6,112.77,9.88,-23.41,2.1,Education
EDUCOMP,Educomp Sol.,0.91,,11.14,0.0,-160.68,-5.4,112.6,-5.71,,Education
GRAPHITE,Graphite India,657.9,70.53,12848.66,1.06,-105.0,-333.1,816.0,22.52,4.58,Electrodes & Refractories
HEG,HEG,623.85,34.01,12042.93,0.55,122.34,22.57,680.79,11.1,8.35,Electrodes & Refractories
VESUVIUS,Vesuvius India,446.3,34.77,9061.08,0.34,55.85,-5.83,499.85,3.66,21.34,Electrodes & Refractories
RHIM,RHI Magnesita,395.6,74.01,8151.81,0.63,-518.11,-37.18,932.26,1.56,6.52,Electrodes & Refractories
RPEL,Raghav Product.,1292.2,94.72,5937.76,0.08,19.57,67.55,86.91,48.72,30.3,Electrodes & Refractories
MONOLITH,Monolithisch Ind,750.1,70.8,1630.42,0.0,8.11,80.62,40.65,34.87,34.79,Electrodes & Refractories
IFGLEXPOR,IFGL Refractori.,196.33,38.64,1418.6,1.1,14.28,72.24,482.97,7.68,4.92,Electrodes & Refractories
ORIENTCER,Orient Ceratech,40.6,24.54,485.61,0.62,5.18,81.12,95.24,10.94,9.16,Electrodes & Refractories
DENORA,DE Nora India,867.35,50.64,458.79,0.0,-0.64,-119.16,21.97,9.14,9.62,Electrodes & Refractories
ROYALARC,Royal Arc Ele.,147.2,16.26,163.39,0.34,5.73,-8.17,63.22,12.83,17.99,Electrodes & Refractories
REFRACTORY,Refractory Shap.,26.9,12.24,58.64,0.0,0.15,-95.18,22.61,-35.84,10.68,Electrodes & Refractories
AUROIMPEX,Auro Impex,25.5,7.48,31.11,0.0,2.54,15.98,115.35,-16.86,9.75,Electrodes & Refractories
SPRL,SP Refractories,97.85,4.96,17.51,0.0,1.33,18.75,11.85,-25.24,28.59,Electrodes & Refractories
QUINT,Quint Digital,38.16,,180.15,0.0,-1.94,-58.14,34.13,351.46,-0.91,Electronic Media
SAMBHAAV,Sambhaav Media,6.14,488.91,117.34,0.0,0.56,14200.0,12.51,14.98,2.26,Electronic Media
DNAMEDIA,Diligent Media,2.78,,32.61,0.0,-6.02,-251.26,1.62,-71.38,-1.17,Electronic Media
CYBERMEDIA,Cyber Media Ind,15.3,6.77,29.67,0.0,1.66,369.39,28.2,30.37,62.36,Electronic Media
SABEVENTS,SAB Events,7.58,,7.62,0.0,-0.17,43.33,0.59,3.51,,Electronic Media
BSE,BSE,3579.0,58.66,145772.34,0.28,795.47,61.47,1563.51,84.67,58.03,Exchange and Data Platform
MCX,Multi Comm. Exc.,2752.6,52.7,70177.79,0.22,529.77,291.09,888.94,205.13,71.37,Exchange and Data Platform
IEX,Indian Energy Ex,121.94,22.32,10875.94,2.87,126.69,12.08,155.93,11.39,51.79,Exchange and Data Platform
SOLARINDS,Solar Industries,18621.0,96.73,168754.36,0.06,556.03,69.95,3052.75,40.9,38.08,Explosives
PREMEXPLN,Prem. Explosives,663.6,71.75,3562.31,0.08,6.58,75.94,89.21,20.42,22.63,Explosives
GOCLCORP,GOCL Corpn.,390.8,7.21,1941.49,2.56,75.15,118.14,2.33,-21.81,13.09,Explosives
IMFA,Indian Metals,1336.3,16.96,7203.31,0.94,103.16,118.13,763.29,34.58,18.37,Ferro & Silica Manganese
MAITHANALL,Maithan Alloys,969.0,6.5,2819.47,1.65,-70.68,-15.44,559.18,28.48,14.83,Ferro & Silica Manganese
VISACHROME,VISA Chrome,38.0,,540.62,0.0,1082.58,42.57,170.98,5.28,-5.58,Ferro & Silica Manganese
JAINAM,Jainam Ferro,235.0,40.83,275.22,0.0,1.23,-47.21,97.4,-9.12,7.04,Ferro & Silica Manganese
OWAIS,Owais Metal,99.0,109.09,180.0,0.0,-23.56,-193.42,0.3,-99.72,4.3,Ferro & Silica Manganese
SHYAMCENT,Shyam Century,5.35,,112.86,0.0,0.2,104.57,0.14,-99.37,-7.4,Ferro & Silica Manganese
QVCEL,QVC Exports,22.45,7.02,23.46,2.23,1.25,-65.37,232.38,44.1,9.19,Ferro & Silica Manganese
IMPEXFERRO,Impex Ferro Tech,2.39,,21.02,0.0,-0.94,48.07,0.0,,,Ferro & Silica Manganese
COROMANDEL,Coromandel Inter,2022.9,32.01,59777.07,0.54,381.56,-24.59,8164.77,15.94,22.05,Fertilizers
FACT,F A C T,805.75,,52102.62,0.02,3.16,-94.51,1483.85,40.88,4.93,Fertilizers
CHAMBLFERT,Chambal Fert.,431.85,8.86,17306.14,2.55,169.24,29.84,2785.03,13.73,25.51,Fertilizers
PARADEEP,Paradeep Phosph.,136.31,13.79,14147.24,0.73,155.6,-10.48,4701.97,12.11,17.13,Fertilizers
RCF,R C F,124.16,17.32,6855.77,1.06,186.72,123.99,5580.57,49.63,10.23,Fertilizers
MBAPL,M B Agro Prod.,146.8,41.51,6431.82,0.07,32.96,16.84,416.3,1.61,19.4,Fertilizers
GSFC,G S F C,154.6,9.15,6157.7,3.23,52.14,-27.32,2632.67,36.96,7.16,Fertilizers
KRISHANA,Krishana Phosch.,155.75,24.48,4814.83,0.06,47.09,53.99,532.31,34.58,27.24,Fertilizers
NFL,Natl.Fertilizer,70.15,16.27,3440.93,2.22,151.54,12.43,4347.19,-2.45,9.09,Fertilizers
SPIC,S P I C,64.78,6.24,1319.18,3.09,29.49,51.46,584.15,-22.56,17.5,Fertilizers
MADRASFERT,Madras Fertilize,66.63,12.36,1075.67,0.0,20.89,153.3,699.21,26.09,14.82,Fertilizers
ZUARI,Zuari Agro Chem.,220.7,3.12,927.37,0.0,-25.1,-212.74,187.33,-80.32,16.38,Fertilizers
KHAICHEM,Khaitan Chemical,48.89,8.14,474.08,0.1,10.91,-49.04,220.94,-5.71,18.5,Fertilizers
RAMAPHO,Rama Phosphates,125.21,8.48,444.42,0.6,5.37,2.29,219.08,9.04,15.39,Fertilizers
ARIES,Aries Agro,339.65,10.32,442.22,0.35,-4.79,-19.78,184.8,44.63,21.2,Fertilizers
BALAJIPHOS,Balaji Phos.,88.55,20.6,210.54,0.0,2.18,-39.11,85.77,33.85,15.19,Fertilizers
NOVAAGRI,Nova Agritech,22.64,16.33,209.65,0.0,0.22,-96.21,55.91,-31.26,8.09,Fertilizers
ANYA,Anya Polytech &,15.4,22.0,184.8,0.0,2.37,1312.5,79.72,31.68,10.18,Fertilizers
NAGAFERT,Nagarjuna Fert.,2.75,,164.47,0.0,1.51,114.05,-1.93,,,Fertilizers
AGROPHOS,Agro Phos India,29.08,8.36,58.96,3.44,-0.29,-123.93,32.23,7.04,15.05,Fertilizers
BOHRAIND,Bohra Industries,12.81,,27.12,0.0,-1.03,47.98,0.0,,-4.93,Fertilizers
PVRINOX,PVR Inox,1007.4,31.18,9889.68,0.0,56.5,220.3,1622.2,11.91,6.96,"Film Production, Distribution & Exhibition"
MMWL,Media Matrix,14.02,272.03,1591.36,0.0,2.08,805.0,300.67,10.63,9.78,"Film Production, Distribution & Exhibition"
CONNPLEX,Connplex Cinemas,205.9,15.08,393.27,0.0,13.03,38.91,83.46,51.97,43.57,"Film Production, Distribution & Exhibition"
CINELINE,Cineline India,80.32,22.88,274.07,0.0,3.32,-75.24,62.23,13.12,10.86,"Film Production, Distribution & Exhibition"
UFO,UFO Moviez,67.27,10.47,260.78,0.0,4.48,730.99,133.22,43.19,12.18,"Film Production, Distribution & Exhibition"
TIPSFILMS,Tips Films,375.1,,159.19,0.0,-3.47,89.39,2.36,-96.09,-6.69,"Film Production, Distribution & Exhibition"
MUKTAARTS,Mukta Arts,57.72,,130.36,0.0,-0.7,124.32,45.39,19.1,11.17,"Film Production, Distribution & Exhibition"
VELS,Vels Film,73.0,,94.23,0.0,-20.14,-12.07,31.38,486.54,-12.43,"Film Production, Distribution & Exhibition"
BAWEJA,Baweja Studios L,29.2,8.85,53.81,0.0,4.57,-13.28,33.44,-22.93,7.94,"Film Production, Distribution & Exhibition"
PNC,Prit Nandy Comm.,19.28,5.61,27.89,0.0,-2.06,-379.07,2.49,-68.04,-0.13,"Film Production, Distribution & Exhibition"
PPSL,Picturepost Stu.,2.6,9.08,7.62,0.0,0.6,-76.83,8.22,-58.08,4.27,"Film Production, Distribution & Exhibition"
PADMALAYAT,Padmalaya Tele.,3.87,,6.58,0.0,-0.28,-154.55,0.0,,-3.36,"Film Production, Distribution & Exhibition"
PFC,Power Fin.Corpn.,410.05,5.22,135320.68,4.52,8597.61,10.81,28919.52,-1.18,9.71,Financial Institution
IRFC,I R F C,87.03,16.23,113735.2,2.41,1684.31,0.15,7336.05,9.11,5.64,Financial Institution
RECLTD,REC Ltd,358.45,5.78,94401.0,5.02,3375.08,-21.69,14563.82,-5.02,9.71,Financial Institution
HUDCO,H U D C O,196.83,9.78,39467.08,2.31,1981.31,172.26,3562.86,25.23,8.41,Financial Institution
IREDA,Indian Renewable,119.58,17.93,33587.17,0.5,492.75,-1.8,2174.95,14.22,8.69,Financial Institution
IFCI,IFCI,71.14,103.83,19164.67,0.0,34.06,-93.52,470.43,13.74,5.03,Financial Institution
TFCILTD,Tour. Fin. Corp.,82.09,24.68,3803.37,0.73,61.21,100.29,81.02,27.17,11.13,Financial Institution
ANANDRATHI,Anand Rathi Wea.,2049.1,73.58,34022.7,0.32,163.22,76.97,312.95,18.21,57.47,Financial Products Distributor
PRUDENT,Prudent Corp.,2871.4,53.52,11885.58,0.12,59.11,14.24,360.59,27.4,37.48,Financial Products Distributor
PAYTM,One 97,1256.8,99.28,80559.37,0.0,220.0,57.59,2448.0,27.63,5.01,Financial Technology (Fintech)
POLICYBZR,PB Fintech.,1526.7,105.44,70639.63,0.0,261.16,53.87,2061.33,36.7,10.31,Financial Technology (Fintech)
PINELABS,Pine Labs,147.48,148.08,17010.15,0.0,59.36,284.05,700.51,17.02,4.16,Financial Technology (Fintech)
STYL,Seshaasai Tech.,400.15,24.15,6490.5,0.0,61.75,68.35,376.22,21.02,27.98,Financial Technology (Fintech)
CCAVENUE,AvenuesAI,16.15,20.0,5636.86,0.0,88.96,71.03,2489.54,114.52,7.71,Financial Technology (Fintech)
TURTLEMINT,Turtlemint Fintech,127.11,,3744.56,0.0,3.12,107.91,357.21,41.95,-35.65,Financial Technology (Fintech)
NPST,Network People,1530.0,78.21,3193.26,0.13,12.24,134.87,61.98,135.22,19.67,Financial Technology (Fintech)
MOBIKWIK,One Mobikwik,205.48,,1616.9,0.0,4.38,114.4,288.71,7.82,-2.24,Financial Technology (Fintech)
MOS,MOS Utility,12.05,17.23,310.21,0.0,4.91,11.5,153.35,-12.46,19.5,Financial Technology (Fintech)
FINBUD,Finbud Financial,117.2,19.16,223.26,0.0,6.35,,177.12,,17.82,Financial Technology (Fintech)
SUVIDHAA,Suvidhaa Info.,2.51,,52.25,0.0,-1.87,77.34,0.68,-60.0,-28.03,Financial Technology (Fintech)
AGSTRA,AGS Transact,2.21,,28.38,0.0,-194.26,-1163.07,209.6,-43.92,1.26,Financial Technology (Fintech)
METROBRAND,Metro Brands,1024.9,67.88,27911.57,0.54,117.73,23.07,772.98,20.26,20.18,Footwear
RELAXO,Relaxo Footwear,396.1,55.03,9865.37,0.76,67.67,20.37,751.1,8.05,11.07,Footwear
BATAINDIA,Bata India,676.25,51.65,8696.68,1.33,2.21,-58.62,827.63,5.0,12.74,Footwear
REDTAPE,Redtape,127.83,29.4,7071.44,1.56,69.88,69.53,675.51,33.51,24.11,Footwear
CAMPUS,Campus Activewe.,219.16,44.63,6698.97,0.68,44.14,26.01,455.63,12.3,21.25,Footwear
SREEL,Sreeleathers,222.71,18.02,518.56,0.45,9.67,82.8,62.69,17.95,8.0,Footwear
LIBERTSHOE,Liberty Shoes,257.4,39.59,438.69,0.0,5.3,-10.69,212.05,13.0,7.91,Footwear
BRANDMAN,Brandman Retail,182.75,13.33,337.3,0.0,5.64,37.9,67.1,137.69,36.81,Footwear
KHADIM,Khadim India,93.4,40.32,168.52,0.0,0.77,-86.1,83.56,-10.92,6.87,Footwear
IWP,Indian Wood Prod,33.5,46.62,212.6,0.45,0.12,-85.88,68.5,25.8,3.0,Forest Products
SFL,Sheela Foam,751.75,54.47,8202.21,0.13,91.77,511.54,1050.06,23.59,6.11,"Furniture, Home Furnishing"
RESPONIND,Responsive Ind,176.97,31.61,4708.44,0.06,22.82,-57.94,430.34,13.05,10.77,"Furniture, Home Furnishing"
WAKEFIT,Wakefit Innovati,134.18,23.09,4454.15,0.0,121.75,564.05,343.6,13.55,11.19,"Furniture, Home Furnishing"
EUROPRATIK,Euro Pratik Sale,296.75,36.55,3031.3,0.07,21.53,45.91,93.49,28.14,38.38,"Furniture, Home Furnishing"
SAFEENTP,Safe Enterprises,258.0,18.62,1202.4,0.0,30.61,40.94,106.04,31.64,47.03,"Furniture, Home Furnishing"
STANLEY,Stanley Lifesty.,154.18,61.68,882.92,0.0,-0.6,-93.33,101.4,-10.11,6.43,"Furniture, Home Furnishing"
PARIN,Parin Enterpris.,730.0,124.77,811.61,0.03,4.32,-32.39,138.98,6.46,10.82,"Furniture, Home Furnishing"
HARDWYN,Hardwyn India,15.62,60.07,763.43,0.0,3.42,96.55,46.41,27.85,4.7,"Furniture, Home Furnishing"
TRANSTEEL,Transteel Seatin,119.0,11.97,267.04,0.0,12.24,52.43,61.32,12.95,21.02,"Furniture, Home Furnishing"
INM,Interiors & More,175.0,21.2,244.84,0.29,9.03,40.44,58.6,54.37,15.97,"Furniture, Home Furnishing"
DURLAX,Durlax Top,50.8,11.63,146.98,0.0,9.6,134.15,116.37,84.07,16.96,"Furniture, Home Furnishing"
MDL,Marvel Decor,70.0,28.1,124.18,0.0,2.28,43.21,31.51,-2.14,7.86,"Furniture, Home Furnishing"
NAMAN,Naman Industries Proxima,47.8,,62.45,0.0,-2.61,-277.55,73.59,-17.44,-0.35,"Furniture, Home Furnishing"
OMFURN,Omfurn India,53.0,9.91,62.4,0.0,4.14,36.63,53.38,22.07,14.06,"Furniture, Home Furnishing"
PRITI,Priti Internati.,37.38,55.46,49.91,0.0,0.17,-79.76,6.03,-62.0,1.76,"Furniture, Home Furnishing"
AHLADA,Ahlada Engineers,37.6,269.89,48.58,4.26,-1.04,-207.22,25.65,-33.15,2.69,"Furniture, Home Furnishing"
REXPRO,Rexpro Enter.,39.9,19.87,44.71,0.0,0.39,-90.6,28.57,-45.46,5.53,"Furniture, Home Furnishing"
LEXUS,Lexus Granito,15.01,30.01,31.21,0.0,-0.65,-225.0,11.54,-44.97,6.89,"Furniture, Home Furnishing"
PAGEIND,Page Industries,40270.0,56.87,44924.66,2.23,178.73,8.98,1252.6,14.07,64.39,Garments & Apparels
ARVIND,Arvind Ltd,513.45,31.58,13450.6,0.73,164.56,2.75,2553.09,14.97,13.84,Garments & Apparels
PGIL,Pearl Global Ind,1949.8,32.78,9005.43,0.74,80.98,27.4,1313.58,6.88,19.93,Garments & Apparels
GOKEX,Gokaldas Exports,795.05,58.13,5820.51,0.0,35.96,-31.97,1068.85,5.27,8.39,Garments & Apparels
LUXIND,Lux Industries,1229.6,34.88,3701.24,0.16,40.37,-16.19,881.25,7.58,7.84,Garments & Apparels
KKCL,Kewal Kir.Cloth.,500.85,21.75,3086.8,0.8,34.54,6.42,323.8,12.38,18.08,Garments & Apparels
KITEX,Kitex Garments,144.19,285.69,2862.59,0.35,-9.28,-111.83,166.17,-44.64,1.53,Garments & Apparels
SPAL,S P Apparels,977.4,24.36,2456.82,0.2,18.59,-39.23,364.91,-8.59,14.04,Garments & Apparels
CANTABIL,Cantabil Retail,241.15,21.04,2014.42,0.41,29.23,29.85,253.46,15.33,19.07,Garments & Apparels
SBC,SBC Exports,42.15,79.64,2012.39,0.0,8.22,104.99,141.6,47.04,18.17,Garments & Apparels
DOLLAR,Dollar Industrie,252.35,13.64,1430.67,1.19,31.41,10.13,602.44,12.28,13.64,Garments & Apparels
RUPA,Rupa & Co,162.61,16.86,1292.6,1.84,36.21,25.53,441.5,6.26,9.55,Garments & Apparels
MONTECARLO,Monte Carlo Fas.,538.0,9.99,1116.32,3.72,5.04,149.03,280.3,36.11,13.9,Garments & Apparels
IRISDOREME,Iris Clothings,46.83,55.05,891.32,0.0,6.43,43.53,60.48,50.45,16.05,Garments & Apparels
KARNIKA,Karnika Industri,115.75,25.67,717.62,0.09,9.14,,73.77,,,Garments & Apparels
VISHAL,Vishal Fabrics,18.34,14.09,454.12,0.0,7.51,53.89,348.15,-11.06,10.11,Garments & Apparels
THOMASCOTT,Thomas Scott,288.35,20.84,422.66,0.0,6.02,63.22,77.81,63.4,20.54,Garments & Apparels
PURPLEUTED,Purple United,345.85,21.88,332.36,0.0,10.14,41.23,109.9,51.31,22.86,Garments & Apparels
BELLACASA,Bella Casa Fashi,244.75,16.28,327.66,0.82,4.57,5.3,110.65,27.07,15.22,Garments & Apparels
FORCAS,Forcas Studio,168.7,21.74,296.57,0.0,7.92,38.46,113.97,31.51,20.22,Garments & Apparels
CPS,C P S Shapers,1039.5,1821.54,236.8,0.0,2.16,232.31,19.52,8.99,4.37,Garments & Apparels
SSDL,Saraswati Saree,52.49,8.8,205.96,4.32,3.34,-52.49,133.53,-2.07,16.58,Garments & Apparels
ZODIACLOTH,Zodiac Cloth. Co,76.15,,205.12,0.0,-5.27,-65.72,44.63,-6.9,-8.03,Garments & Apparels
VIPCLOTHNG,VIP Clothing,22.02,20.06,196.83,0.0,4.42,82.64,71.54,10.21,8.02,Garments & Apparels
SDREAMS,S D Retail,87.15,15.35,163.16,0.0,9.65,15.84,117.68,16.1,12.21,Garments & Apparels
NRVANDANA,N R Vandana,68.1,15.17,158.63,0.0,4.74,10.23,173.57,20.73,17.67,Garments & Apparels
LAL,Lorenzini Appar.,8.74,36.44,158.52,0.0,0.87,113.24,25.76,85.06,11.06,Garments & Apparels
INDTERRAIN,Indian Terrain,28.63,,144.21,0.0,-0.9,58.53,106.53,18.99,7.63,Garments & Apparels
FILATFASH,Filatex Fash.,0.18,50.76,142.11,0.0,0.33,-81.77,22.08,-66.46,0.17,Garments & Apparels
LOVABLE,Lovable Lingerie,71.93,13.09,104.61,0.0,2.93,23.75,6.28,-21.89,0.57,Garments & Apparels
KAYTEX,Kaytex Fabrics,58.75,4.95,86.36,0.0,8.83,-0.45,86.65,4.35,23.25,Garments & Apparels
VEEKAYEM,Veekayem Fash.,128.0,7.5,75.21,0.0,6.85,46.37,266.23,34.07,14.11,Garments & Apparels
SIGNORIA,Signoria Creatio,135.0,15.33,64.23,0.0,2.36,,19.83,,18.61,Garments & Apparels
JAIPURKURT,Nandani Creation,27.75,28.79,52.97,0.0,0.67,42.55,29.61,49.7,7.09,Garments & Apparels
VINNY,Vinny Overseas,1.08,53.61,49.32,0.0,0.42,-58.42,37.1,14.97,2.44,Garments & Apparels
CELEBRITY,Celebrity Fash.,7.17,,46.22,0.0,-1.62,24.65,43.49,-15.57,-12.31,Garments & Apparels
MITTAL,Mittal Life Styl,0.9,17.45,39.96,0.0,0.46,-81.03,23.33,9.69,7.89,Garments & Apparels
BANG,Bang Overseas,27.23,4.8,37.09,0.0,2.52,147.4,58.07,20.35,7.15,Garments & Apparels
JETKNIT,Jet Knitwears,62.45,458.67,27.52,0.0,0.01,-98.59,10.87,-18.58,3.41,Garments & Apparels
LIBAS,Libas Consumer,10.35,11.22,27.27,0.0,-0.63,-141.72,17.14,-45.31,3.97,Garments & Apparels
VCL,Vaxtex Cotfab,1.02,3.39,18.74,0.0,0.79,-40.15,0.0,-100.0,17.95,Garments & Apparels
VIVIDHA,Visagar Polytex,0.51,,14.93,0.0,-0.42,16.0,0.0,,-17.81,Garments & Apparels
GAIL,GAIL (India),171.99,14.91,113026.34,4.36,1481.46,-40.41,35576.55,-2.37,9.68,Gas Transmission/Marketing
INDIFRA,Indifra Ltd,11.95,871.0,8.71,0.0,0.15,157.69,14.81,582.49,0.22,Gas Transmission/Marketing
TITAN,Titan Company,4697.3,80.97,416979.97,0.32,1179.0,31.0,26920.0,80.48,20.54,"Gems, Jewellery And Watches"
KALYANKJIL,Kalyan Jewellers,585.6,43.88,60467.12,0.26,409.5,118.27,10274.94,66.22,20.52,"Gems, Jewellery And Watches"
THANGAMAYL,Thangamayil Jew.,6871.0,60.47,21370.48,0.26,142.66,354.33,2839.17,105.63,25.49,"Gems, Jewellery And Watches"
BLUESTONE,Bluestone Jewel,747.0,202.16,11385.51,0.0,5.96,120.16,736.85,49.56,7.07,"Gems, Jewellery And Watches"
SKYGOLD,Sky Gold & Diam.,649.2,36.54,10059.66,0.0,90.72,120.8,1911.51,80.64,27.02,"Gems, Jewellery And Watches"
PCJEWELLER,PC Jeweller,9.35,12.67,9060.99,0.0,152.89,61.26,927.34,32.66,9.58,"Gems, Jewellery And Watches"
PNGJL,P N Gadgil Jewe.,650.6,21.4,8824.33,0.0,90.26,45.6,3544.31,123.16,20.92,"Gems, Jewellery And Watches"
ETHOSLTD,Ethos,2574.4,71.65,6879.31,0.0,22.76,-3.3,414.01,32.99,9.82,"Gems, Jewellery And Watches"
SENCO,Senco Gold,386.25,11.04,6342.03,0.26,156.88,151.29,1996.66,44.93,20.92,"Gems, Jewellery And Watches"
TIMEX,Timex Group,573.75,73.02,5789.92,0.0,27.34,212.12,235.2,73.69,82.85,"Gems, Jewellery And Watches"
GOLDIAM,Goldiam Intl.,347.05,30.61,5222.03,0.65,37.23,61.38,234.6,18.14,23.89,"Gems, Jewellery And Watches"
VAIBHAVGBL,Vaibhav Global,254.99,15.93,4267.15,2.35,91.14,167.05,934.71,9.99,16.43,"Gems, Jewellery And Watches"
KDDL,KDDL Ltd,3094.9,42.73,3811.42,0.48,34.54,24.58,574.99,37.04,11.2,"Gems, Jewellery And Watches"
DPABHUSHAN,D.P. Abhushan,1350.15,12.86,3084.89,0.0,64.45,76.96,852.4,57.74,39.57,"Gems, Jewellery And Watches"
RAJESHEXPO,Rajesh Exports,92.46,24.21,2723.27,0.0,-53.5,-2843.59,236864.21,18.91,1.86,"Gems, Jewellery And Watches"
